0,MAHOBAM
1,MAHOBAM_copy
2,MAHOBAM_negative
3,MAHOBAM_a_neighborhood_h0
4,MAHOBAM_b_neighborhood_h0
5,MAHOBAM_c_neighborhood_h0
6,MAHOBAM_a_neighborhood_h1
7,MAHOBAM_a_neighborhood_h2
8,MAHOBAM_a_neighborhood_h3
9,MAHEFOG
10,MAHEFOG_copy
11,MAHEFOG_negative
12,MAHEFOG_a_neighborhood_h0
13,MAHEFOG_b_neighborhood_h0
14,MAHEFOG_c_neighborhood_h0
15,MAHEFOG_d_neighborhood_h0
16,MAHEFOG_a_neighborhood_h1
17,MAHEFOG_b_neighborhood_h1
18,MAHEFOG_a_neighborhood_h2
19,MAHEFOG_b_neighborhood_h2
20,MAHEFOG_a_neighborhood_h3
21,MAHEFOG_b_neighborhood_h3
22,MACEGEJ
23,MACEGEJ_copy
24,MACEGEJ_negative
25,MACEGEJ_a_neighborhood_h0
26,MACEGEJ_b_neighborhood_h0
27,MACEGEJ_c_neighborhood_h0
28,MACEGEJ_d_neighborhood_h0
29,MACEGEJ_a_neighborhood_h1
30,MACEGEJ_a_neighborhood_h2
31,MACEGEJ_a_neighborhood_h3
32,MAHACEB
33,MAHACEB_copy
34,MAHACEB_negative
35,MAHACEB_a_neighborhood_h0
36,MAHACEB_b_neighborhood_h0
37,MAHACEB_c_neighborhood_h0
38,MAHACEB_d_neighborhood_h0
39,MAHACEB_e_neighborhood_h0
40,MAHACEB_a_neighborhood_h1
41,MAHACEB_b_neighborhood_h1
42,MAHACEB_a_neighborhood_h2
43,MAHACEB_b_neighborhood_h2
44,MAHACEB_a_neighborhood_h3
45,MAHACEB_b_neighborhood_h3
46,MOFYCAG
47,MOFYCAG_copy
48,MOFYCAG_negative
49,MOFYCAG_a_neighborhood_h0
50,MOFYCAG_b_neighborhood_h0
51,MOFYCAG_c_neighborhood_h0
52,MOFYCAG_d_neighborhood_h0
53,MOFYCAG_e_neighborhood_h0
54,MOFYCAG_f_neighborhood_h0
55,MOFYCAG_a_neighborhood_h1
56,MOFYCAG_b_neighborhood_h1
57,MOFYCAG_a_neighborhood_h2
58,MOFYCAG_b_neighborhood_h2
59,MOFYCAG_a_neighborhood_h3
60,MOFYCAG_b_neighborhood_h3
61,MALYLEJ
62,MALYLEJ_copy
63,MALYLEJ_negative
64,MALYLEJ_a_neighborhood_h0
65,MALYLEJ_b_neighborhood_h0
66,MALYLEJ_c_neighborhood_h0
67,MALYLEJ_d_neighborhood_h0
68,MALYLEJ_e_neighborhood_h0
69,MALYLEJ_f_neighborhood_h0
70,MALYLEJ_a_neighborhood_h1
71,MALYLEJ_a_neighborhood_h2
72,MALYLEJ_a_neighborhood_h3
73,MOTAMUH
74,MOTAMUH_copy
75,MOTAMUH_negative
76,MOTAMUH_a_neighborhood_h0
77,MOTAMUH_b_neighborhood_h0
78,MOTAMUH_c_neighborhood_h0
79,MOTAMUH_d_neighborhood_h0
80,MOTAMUH_e_neighborhood_h0
81,MOTAMUH_f_neighborhood_h0
82,MOTAMUH_g_neighborhood_h0
83,MOTAMUH_a_neighborhood_h1
84,MOTAMUH_b_neighborhood_h1
85,MOTAMUH_a_neighborhood_h2
86,MOTAMUH_b_neighborhood_h2
