1396#,neighborhood_1
3065#,neighborhood_2
4859#,neighborhood_3
6793#,neighborhood_4
8812#,neighborhood_5
10886#,neighborhood_6
12972#,neighborhood_7
15062#,neighborhood_8
17152#,neighborhood_9
19246#,structure_1
19257#,structure_2
19304#,structure_3
19391#,structure_4
19493#,structure_5
19597#,structure_6
19701#,structure_7
19805#,structure_8
19909#,structure_9
1397#,neighborhood_1
3066#,neighborhood_2
4860#,neighborhood_3
6794#,neighborhood_4
8813#,neighborhood_5
10887#,neighborhood_6
12973#,neighborhood_7
15063#,neighborhood_8
17153#,neighborhood_9
19247#,structure_1
19258#,structure_2
19305#,structure_3
19392#,structure_4
19494#,structure_5
19598#,structure_6
19702#,structure_7
19806#,structure_8
19910#,structure_9
1398#,neighborhood_1
3067#,neighborhood_2
4861#,neighborhood_3
6795#,neighborhood_4
8814#,neighborhood_5
10888#,neighborhood_6
12974#,neighborhood_7
15064#,neighborhood_8
17154#,neighborhood_9
19248#,structure_1
19259#,structure_2
19306#,structure_3
19393#,structure_4
19495#,structure_5
19599#,structure_6
19703#,structure_7
19807#,structure_8
19911#,structure_9
1399#,neighborhood_1
3068#,neighborhood_2
4862#,neighborhood_3
6796#,neighborhood_4
8815#,neighborhood_5
10889#,neighborhood_6
12975#,neighborhood_7
15065#,neighborhood_8
17155#,neighborhood_9
19307#,structure_3
19394#,structure_4
19496#,structure_5
19600#,structure_6
19704#,structure_7
19808#,structure_8
19912#,structure_9
1400#,neighborhood_1
3069#,neighborhood_2
4863#,neighborhood_3
6797#,neighborhood_4
8816#,neighborhood_5
10890#,neighborhood_6
12976#,neighborhood_7
15066#,neighborhood_8
17156#,neighborhood_9
19260#,structure_2
19308#,structure_3
19395#,structure_4
19497#,structure_5
19601#,structure_6
19705#,structure_7
19809#,structure_8
19913#,structure_9
1401#,neighborhood_1
3070#,neighborhood_2
4864#,neighborhood_3
6798#,neighborhood_4
8817#,neighborhood_5
10891#,neighborhood_6
12977#,neighborhood_7
15067#,neighborhood_8
17157#,neighborhood_9
19249#,structure_1
19261#,structure_2
19309#,structure_3
19396#,structure_4
19498#,structure_5
19602#,structure_6
19706#,structure_7
19810#,structure_8
19914#,structure_9
1402#,neighborhood_1
3071#,neighborhood_2
4865#,neighborhood_3
6799#,neighborhood_4
8818#,neighborhood_5
10892#,neighborhood_6
12978#,neighborhood_7
15068#,neighborhood_8
17158#,neighborhood_9
19262#,structure_2
19310#,structure_3
19397#,structure_4
19499#,structure_5
19603#,structure_6
19707#,structure_7
19811#,structure_8
19915#,structure_9
1403#,neighborhood_1
3072#,neighborhood_2
19311#,structure_3
19398#,structure_4
19500#,structure_5
19604#,structure_6
19708#,structure_7
19812#,structure_8
19916#,structure_9
1404#,neighborhood_1
19263#,structure_2
19312#,structure_3
19399#,structure_4
19501#,structure_5
19605#,structure_6
19709#,structure_7
19813#,structure_8
19917#,structure_9
19250#,structure_1
19264#,structure_2
19313#,structure_3
19400#,structure_4
19502#,structure_5
19606#,structure_6
19710#,structure_7
19814#,structure_8
19918#,structure_9
19265#,structure_2
19314#,structure_3
19401#,structure_4
19503#,structure_5
19607#,structure_6
19711#,structure_7
19815#,structure_8
19919#,structure_9
19266#,structure_2
19315#,structure_3
19402#,structure_4
19504#,structure_5
19608#,structure_6
19712#,structure_7
19816#,structure_8
19920#,structure_9
19316#,structure_3
19403#,structure_4
19505#,structure_5
19609#,structure_6
19713#,structure_7
19817#,structure_8
19921#,structure_9
1413#,neighborhood_1
1414#,neighborhood_1
3083#,neighborhood_2
1423#,neighborhood_1
1424#,neighborhood_1
3093#,neighborhood_2
1433#,neighborhood_1
1434#,neighborhood_1
3103#,neighborhood_2
4898#,neighborhood_3
3104#,neighborhood_2
6840#,neighborhood_4
8859#,neighborhood_5
10933#,neighborhood_6
13019#,neighborhood_7
15109#,neighborhood_8
17199#,neighborhood_9
4906#,neighborhood_3
6841#,neighborhood_4
8860#,neighborhood_5
10934#,neighborhood_6
13020#,neighborhood_7
15110#,neighborhood_8
17200#,neighborhood_9
3110#,neighborhood_2
4907#,neighborhood_3
6842#,neighborhood_4
8861#,neighborhood_5
10935#,neighborhood_6
13021#,neighborhood_7
15111#,neighborhood_8
17201#,neighborhood_9
4908#,neighborhood_3
6843#,neighborhood_4
8862#,neighborhood_5
10936#,neighborhood_6
13022#,neighborhood_7
15112#,neighborhood_8
17202#,neighborhood_9
3111#,neighborhood_2
4909#,neighborhood_3
6844#,neighborhood_4
8863#,neighborhood_5
10937#,neighborhood_6
13023#,neighborhood_7
15113#,neighborhood_8
17203#,neighborhood_9
4910#,neighborhood_3
6845#,neighborhood_4
8864#,neighborhood_5
10938#,neighborhood_6
13024#,neighborhood_7
15114#,neighborhood_8
17204#,neighborhood_9
3112#,neighborhood_2
4911#,neighborhood_3
6846#,neighborhood_4
8865#,neighborhood_5
10939#,neighborhood_6
13025#,neighborhood_7
15115#,neighborhood_8
17205#,neighborhood_9
4912#,neighborhood_3
6847#,neighborhood_4
8866#,neighborhood_5
10940#,neighborhood_6
13026#,neighborhood_7
15116#,neighborhood_8
17206#,neighborhood_9
1451#,neighborhood_1
3127#,neighborhood_2
4931#,neighborhood_3
6868#,neighborhood_4
8887#,neighborhood_5
10961#,neighborhood_6
13047#,neighborhood_7
15137#,neighborhood_8
17227#,neighborhood_9
19317#,structure_3
19404#,structure_4
19506#,structure_5
19610#,structure_6
19714#,structure_7
19818#,structure_8
19922#,structure_9
1452#,neighborhood_1
3128#,neighborhood_2
4932#,neighborhood_3
6869#,neighborhood_4
8888#,neighborhood_5
10962#,neighborhood_6
13048#,neighborhood_7
15138#,neighborhood_8
17228#,neighborhood_9
19267#,structure_2
19318#,structure_3
19405#,structure_4
19507#,structure_5
19611#,structure_6
19715#,structure_7
19819#,structure_8
19923#,structure_9
1453#,neighborhood_1
3129#,neighborhood_2
4933#,neighborhood_3
6870#,neighborhood_4
8889#,neighborhood_5
10963#,neighborhood_6
13049#,neighborhood_7
15139#,neighborhood_8
17229#,neighborhood_9
19251#,structure_1
19268#,structure_2
19319#,structure_3
19406#,structure_4
19508#,structure_5
19612#,structure_6
19716#,structure_7
19820#,structure_8
