0,1_reference_51
1,1_similarity_50
2,1_similarity_49
3,1_similarity_48
4,1_similarity_47
5,1_similarity_46
6,1_similarity_45
7,1_similarity_44
8,1_similarity_43
9,1_similarity_42
10,1_similarity_41
11,1_similarity_40
12,1_similarity_39
13,1_similarity_38
14,1_similarity_37
15,1_similarity_36
16,1_similarity_35
17,1_similarity_34
18,1_similarity_33
19,1_similarity_32
20,1_similarity_31
21,1_similarity_30
22,1_similarity_29
23,1_similarity_28
24,1_similarity_27
25,1_similarity_26
26,1_similarity_25
27,1_similarity_24
28,1_similarity_23
29,1_similarity_22
30,1_similarity_21
31,1_similarity_20
32,1_similarity_19
33,1_similarity_18
34,1_similarity_17
35,1_similarity_16
36,1_similarity_15
37,1_similarity_14
38,1_similarity_13
39,1_similarity_12
40,1_similarity_11
41,1_similarity_10
42,1_similarity_9
43,1_similarity_8
44,1_similarity_7
45,1_similarity_6
46,1_similarity_5
47,1_similarity_4
48,1_similarity_3
49,1_similarity_2
50,1_similarity_1
51,1_similarity_0
52,1_reference_51#2
53,1_similarity_50#2
54,1_similarity_49#2
55,1_similarity_48#2
56,1_similarity_47#2
57,1_similarity_46#2
58,1_similarity_45#2
59,1_similarity_44#2
60,1_similarity_43#2
61,1_similarity_42#2
62,1_similarity_41#2
63,1_similarity_40#2
64,1_similarity_39#2
65,1_similarity_38#2
66,1_similarity_37#2
67,1_similarity_36#2
68,1_similarity_35#2
69,1_similarity_34#2
70,1_similarity_33#2
71,1_similarity_32#2
72,1_similarity_31#2
73,1_similarity_30#2
74,1_similarity_29#2
75,1_similarity_28#2
76,1_similarity_27#2
77,1_similarity_26#2
78,1_similarity_25#2
79,1_similarity_24#2
80,1_similarity_23#2
81,1_similarity_22#2
82,1_similarity_21#2
83,1_similarity_20#2
84,1_similarity_19#2
85,1_similarity_18#2
86,1_similarity_17#2
87,1_similarity_16#2
88,1_similarity_15#2
89,1_similarity_14#2
90,1_similarity_13#2
91,1_similarity_12#2
92,1_similarity_11#2
93,1_similarity_10#2
94,1_similarity_9#2
95,1_similarity_8#2
96,1_similarity_7#2
97,1_similarity_6#2
98,1_similarity_5#2
99,1_similarity_4#2
100,1_similarity_3#2
101,1_similarity_2#2
102,1_similarity_1#2
103,1_similarity_0#2
