0,neighborhood
1,neighborhood#2
2,neighborhood_match
3,neighborhood_match#2
4,root_child
5,root_child#2
6,root_child_match
7,root_child_match#2
8,pair
9,pair#2
10,pair_match
11,pair_match#2
12,direct_edge1
13,direct_edge1#2
14,direct_edge1_match
15,direct_edge1_match#2
16,direct_edge2
17,direct_edge2#2
18,direct_edge2_match
19,direct_edge2_match#2
20,direct_edge3
21,direct_edge3#2
22,direct_edge3_match
23,direct_edge3_match#2
24,mutual1
25,mutual1#2
26,mutual1_match
27,mutual1_match#2
28,mutualx
29,mutualx#2
30,mutualx_match_swap
31,mutualx_match_swap#2
32,mutual2
33,mutual2#2
34,mutual2_match
35,mutual2_match#2
36,mutual3
37,mutual3#2
38,mutual3_match
39,mutual3_match#2
40,mutual4
41,mutual4#2
42,mutual4_match
43,mutual4_match#2
44,mutual5
45,mutual5#2
46,mutual5_match
47,mutual5_match#2
48,xdirect_edgex
49,xdirect_edgex#2
50,xdirect_edgex_no_match
51,xdirect_edgex_no_match#2
52,xmix
53,xmix#2
54,xmix_no_match
55,xmix_no_match#2
